uniqueID,drugName,condition,review,rating,date,usefulCount
221626,Ziana,Acne,"""This medicine is amazing. After suffering from pretty bad acne and trying every topical product out there (benzoyl peroxide, salicylic acid, tea tree oil, sulfur masks, etc.), I had pretty much given up all hope of clear skin. I started Ziana and saw no immediate results, but kept applying every night. A month later, my acne was significantly reduced. Two months later... I only have two small pimples that are in the stage of drying up. I highly recommend Ziana; it seems to be gentle on the skin. Keep with it! The results are amazing. I&#039;m so much more confident. Good luck! P.S. I used in combination with doxycycline, which seems to significantly improve results.""",10,24-Apr-12,30
110030,Nexplanon,Birth Control,"""I got nexplanon February 2015 at first my period was every 2 month which I loved. They are normal now. December 2015 I started gaining weight which I thought was just holiday so January I started exercising and lost 15 of the 30 pounds since I gained 10 back and and can&#039;t lose anything I diet exercise when ever my boyfriends not looking (I don&#039;t feel comfortable in front of him) and he&#039;s noticed the weight we got in a fight and he actually slipped up and called me fat. And said all I do is sit on my ass that&#039;s why I gained it. But I also got so depressed and cried over everything panic attacks every day and thought of self harm. The depression is gone now for the weight. I like it would give 10 stars except the depression and weight.""",9,5-May-16,2
10485,Spironolactone,Acne,"""I was a sufferer real bad of adult acne on my back, chest and chin, and this was the only thing that worked for me. Unfortunately I suffered a drug reaction from it that left my lower extremities (rectal itch, etc) that kept me up all night....it was horrible and it took a few months for it to subside with a lower dosage and antihistamines. Lower dosage worked better but it did eventually did damage to my kidneys which is a risk side affect of taking this drug. So be aware if you have weak kidneys DO NOT take this drug!""",9,17-Apr-16,7
14924,Ethinyl estradiol / norethindrone,Birth Control,"""My doctor suggested that I take birth control so I decided to try out the pills first. She prescribed me lo loestrin Fe and I took it for about 3 months before I decided to throw them away. My acne became really horrible! I had never had cystic acne in my life. My skin has still not cleared up which is a real bummer and I&#039;m pretty sure I&#039;m going to remain with scars. Overall it did its job at preventing pregnancy. My period spotted for a few days the first month and I didn&#039;t have a period the remaining months. It was really great without period pains also. I am now going to try an implant and change the hormonal balances to tray and clear my skin ugh!!""",5,11-Sep-17,2
188723,ParaGard,Birth Control,"""I just got paragard not too long ago. And it was actually not as bad as I thought it would be. There was not excruciating pain at all. Just cramping. Anyone wanting to get it should most definitely do so. It&#039;s not as bad as some may say, but everyone reacts to things differently.""",10,24-Jun-15,7
199475,Depo-Provera,Birth Control,"""I am 21 years old and have been on Depo-Provera for almost two years while in a four year committed relationship. My doctor recommended Depo-Provera for me because I suffer from chronic migraines so any birth control with a high level of estrogen would most definitely make my migraines worse. So far, I have to say I am pleased with my experience while on the depo shot. The side effects I have experienced have thankfully been able to be fixed/altered. Such as slight weight gain which I help to control with diet and exercise. Loss of sex drive which my longtime boyfriend is more than happy to help with. And I tend to start spotting around the time that my next shot is due. Once I receive the depo shot, within hours the spotting stops.""",9,6-Mar-15,1
179979,Adapalene / benzoyl peroxide,Acne,"""I&#039;m currently using Epiduo and have been for only the past few weeks. Although I have experienced the burning, stinging, redness and dry skin on my face I am already noticing an extreme difference in my acne, it has decreased an astonishing amount and has been the most effective treatment I have used yet. I highly recommend using the gel!""",9,12-Mar-14,27
169001,Vilazodone,Depression,"""Have been on this almost 2 weeks. It&#039;s still early and I think my body is still adjusting a little bit, but I feel much, much better. It&#039;s like I can&#039;t even remember what I was so anxious and depressed about. I have more energy, I&#039;m not fixating on negative things and my body aches and pains are gone. I have some injuries that have been lingering for a long time, and I just woke up the other day and the knots and soreness was gone. It&#039;s like my whole body has learned to relax over night. I&#039;ve lost some weight and my appetite has been a bit suppressed, though I think that&#039;s something that will go away with time.  Also randomly I feel at times like I am having an adrenaline rush for no reason, but its a small prices to pay for the pay off.""",10,22-Jun-12,25
157670,Accutane,Acne,"""I&#039;ve already commented before I just wanted everyone to know I&#039;m off roacutane now. It&#039;s been just over a month and having my final check up soon. So happy with the results honestly. I feel so much more confident and happy it was worth every side effect. for the first time in 8 years(I&#039;m 18) I now can go out of the house without makeup on. And I&#039;m not exaggerating. I&#039;m so happy and I honestly think anyone with bad skin should try this honestly it&#039;s so worth it""",10,11-May-16,28
225775,Bupropion,Depression,"""Saved my life.""",10,5-Aug-12,41
68412,Nalbuphine,Pain,"""Nubain, phenergan,  and zofran cocktail is typically quite effective in treating my migraines,  when nothing else does.   I have chronic migraine and an arsenal of weapons to combat them.   When all else fails for 3+days,  I head out for this cocktail injection.   It makes me very sleepy but pain diminishes significantly.""",7,19-May-16,1
28898,Lexapro,Depression,"""I have been on Lexapro once daily in the morning since 2006. I took it in 2004 but had to stop when I got pregnant. I suffer from cyclothymia, which is a bipolar spectrum disorder that includes chronic depression, anxiety, mood swings and irritability. Lexapro is a great medicine for those who it works for. Little side effects. I currently take 30mg Lexapro. I started taking Wellbutrin SR 100mg about 5 months ago to help me with my loss of motivation and inability to get out of bed in the morning (I want to sleep a lot). I still have some irritability and mood swings so my doctor gave me Seroquel XR 50mg to try 3 hours prior to bedtime beginning tonight.""",10,14-Jul-09,13
